symbol	FemxI.DMSO	FemxI.G007.LK	FemxV.DMSO	FemxV.G007.LK	MeWo.DMSO	MeWo.G007.LK	Skmel28.DMSO	Skmel28.G007.LK	WM115.DMSO	WM115.G007.LK	WM1341.DMSO	WM1341.G007.LK	WM1382.DMSO	WM1382.G007.LK	WM239.DMSO	WM239.G007.LK	WM35.DMSO	WM35.G007.LK	A375.DMSO	A375.G007.LK	WM1366.DMSO	WM1366.G007.LK	WM793.DMSO	WM793.G007.LK	WM852.DMSO	WM852.G007.LK
CPNE1	10251.75113	21787.96368	12499.17127	12770.56303	17656.2979	22352.98508	14576.83267	12480.55408	9488.228259	10738.0799	12263.99086	5623.790172	7786.668008	7869.991358	8499.922618	7139.416863	10383.15203	8597.750428	2829.604105	4177.586937	4456.80652	4210.990199	6007.571473	7992.062958	8002.629043	8205.122969
CPNE2	544.0207339	1173.67512	1317.285704	1288.004114	2205.014937	2797.583532	727.0806705	701.3400246	1139.704907	1359.95225	2658.666988	1247.751872	1343.084011	1299.039025	1438.737112	1288.583839	732.5058311	600.2598491	523.9108965	756.1695361	858.4855189	807.0027608	730.5837185	875.1211362	1136.036547	1024.745969
CPNE3	2381	5683.000832	5758	6298.000467	3914.000442	5829	3204.00099	3981.001709	3986	4828.000423	5329.056174	2740.000383	5000.000233	4974	4532.000791	4929.035823	8266	8177.006887	4274.099427	5035.001279	3483.000373	3426	3059.064589	4208	3079	3235.016014
CPNE8	819	1706	913	1115	843	1099	1328	1583	526	692	2650	1278	3638	3371	848	903	1004	921	733	929	545	557	163	207	1164	1328
CPOX	3642	9033	5838	6634	2157	2793	2305	2449	2638	2877	3517	1666	2398	2316	7839	7936	7306.69131	6808	2027	2755	1464	1369	587	793	2172	2214
CPPED1	719.8927325	1322.258916	730.0814717	794.2803641	1495.495833	1968.015745	2692.005598	2347.953606	1475.092435	1584.464837	2553.157087	1065.313254	1014.575928	1018.764583	1750.419595	1520.711669	2015.605035	1647.298448	659.664198	900.0520962	1101.358752	924.5172339	614.5409699	658.9029023	670.7366823	595.2811948
CPQ	420	1067	1277	1495	1337	1709	2747	2757	2239	2775	3633	1800	44	31	2103	2107	2702	2681	46	47	139	139	499	690	77	102
CPSF1	4014	8355	7353	7474	3606	4275	4760	4411	2180	2371	6203	2709	3714	3693	3200	2777	5929.983891	4865	2658	3516	2962	2497	1837.976642	2122	3782	4136
CPSF2	3592.824041	8335.612402	5378.492845	5910.046759	2904.297972	3970.737104	4173.010329	4750.993964	5121.543344	6015.145684	6584.546971	3185.519224	5518.578271	5257.354278	5175.496943	5210.08738	6836.23903	6792.957216	2743.842735	3513.90027	4121.047997	3850.104542	2045.716393	2915.043829	3840.882442	4072.838468
CPSF3	2099	4727	3462	3766	2836	3601	5180	4790	1649	1855	4772	2207	2462	2534	3836	3715	4549	4294	3192	5067	2313	2206	1113	1547	2333	2484
CPSF4	1778.988002	3618.523046	2766.419118	2916.631765	1778.477582	2026.605728	1901	1595	1383.519088	1556.676535	4762.070665	2116.361111	1779.832166	1700.358945	2441.989087	2180.96468	3652.971834	3086.923348	1251.787966	1781.551672	1016.473592	854	989	1296.912312	1530.991651	1630.001717
CPSF6	2845.014417	6107	4333	4454.930257	2307	2833.00697	3987	3972	2909	3101	7413.209973	3458	9085.731277	8941.483306	5219.012905	5211.002213	3968	3757.01271	4459.089546	5888.009623	3026	2874	1725	2156.020856	3558	3864.024848
CPSF7	2424	5272.180987	3085	3198	3507.35265	4278	2428	2392	2983	3168	5592.081352	2552.846161	6995.466782	7076	5293	5002.76043	2754	2601	3988	4838	3413	3090.476322	1501	1900	3743	3957
CPT1A	1324.215417	2818.173477	1205.076229	1313.87463	3289.292542	4885.861542	1343.81923	1295.112534	3637.024676	4252.899912	1926.968464	929.8074368	103.2528489	89.58805019	6806.967218	6257.402503	859.6010766	800.4629693	1593.127772	2259.164203	222.3200912	242.8709766	973.2147234	1498.694463	5897.098564	6940.060786
CPT1B	268.3417173	665	465.5074574	418.65748	495.6457783	411.8300692	596.0703578	554.7882531	624.2495587	693.6834006	1037.537061	462.2333985	281.3031185	319.6604737	917.6898457	797.7849323	1305.401158	1235.677458	280.9999999	438.0766268	233.8660265	249	315.9542114	566.5183492	282.0040586	308.7665028
CPT1C	13.08359314	29.46771665	16.08212765	24.42501049	365.1868166	448.5107578	22.00156098	10.39675869	15.3949799	20.43233657	17.663399	9.386287907	135.0449365	162.1317874	28.30226406	39.87970617	307.6167059	256.4621584	66.94833396	108.1248502	93.1356481	98.13828267	12	23.26388394	122.006977	138.7560555
CPT2	1124.923137	2487.235282	1453.921739	1602.991654	962.6127565	1161.957688	1917.466667	1932.139923	1474.451574	1803.750976	3093.100937	1485.708479	1945.321835	1779.004485	2492.516695	2284.486289	2128.377656	2122.193809	1322.048944	1859.673308	782.0124286	749.5604819	609.2362212	850.8440501	1800.077893	1783.284644
CPTP	419	783	604	618	1507	1687	2490	1981	281	370	1442	672	1279	1352	748	611	876	739	542	802	705	586	369	411	904	999
CRABP2	2	6	6	3	8	3	10	7	26	39	14	2	18	23	6	16	8	5	34	54	5	6	106	129	40	54
CRACR2A	672.0212153	1646.680673	1153.238829	1403.308752	388.0628858	562.17815	741.3432169	866.3352168	19.26768423	21.32058346	60.49221054	19.00258881	497.8057316	483.1774872	738.4602626	691.2594536	14.17035484	11.42225694	888.4637402	955.3887344	1204.122556	1012.002383	2	16.35008129	177.3223887	217.6722138
CRADD	155	410	335	378	238	270	180	174	287	338	468	228	374	340	645	490	345	320	242	343	1052	706	154	182	171	170
CRAT	676	1542	1152	1169	1511	1785	784	709	1218	1385	1285	547	1071	1038	1667	1278	1347	1088	792	1142	569	658	921	956	1129	1102
CRBN	386.7333488	904.4305005	665.3956794	804.7369211	799.2393332	1026.356804	982.3794568	937.165729	1157.413432	1478.94916	1365.872884	666.8675875	1019.957157	999.4515085	997.2881664	888.3864909	1929.630156	1989.033578	982.7434513	1392.853051	738.9117971	750.3169674	422.7735718	659.1782177	1173.843806	1347.658914
CRCP	1818.517588	4128.638605	2743.918752	3010.093898	1437.306539	1672.275537	1075.108157	1044.890828	2104.624408	2280.900865	1894.962338	914.4540932	1336.979808	1266.635119	3424.682473	2969.16639	1685.39587	1637.353167	1173.371252	1740.432862	775.4884471	677.3875357	2259.010761	2807.814852	2302.956892	2308.789732
CREB1	1090.044314	2477.346933	1811.233246	1921.140933	1326.073347	1922.824653	1409.790775	1633.283043	1431.038462	1814.01264	2690.464831	1290.333723	3066.008239	3022.975422	2662.049614	2805.664396	1813.92557	1871.864861	1098.606696	1366.118533	1188.167801	1036.014104	642.0567445	946.0328633	2850.050574	3058.267093
CREB3	319	675	501	544	748	869	3954	3531	1413	1424	2115	994	1386	1273	1591	1326	890	837	1004	1355	369	447	953	927	918	955
CREB3L2	7159.288848	16020.25279	10416.53561	10616.3102	8074.204019	10385.01151	7670.366352	8755.595128	7908.632634	8628.668673	8984.297793	3930.014569	3868.029231	3573.150179	15978.7712	17567.55323	12635.65456	12337.3703	2075.850655	2450.365279	2081.839889	1891.049244	6321.171372	8850.708544	5198.825122	5122.947495
CREB5	1470.003472	4105.948687	7007.594492	7754.620219	1054.209038	1479.900712	325.9504193	432.0089645	217.2742444	239.0003383	1201.65733	638.8026329	2151.444205	2006.867205	1348.131256	1339.779825	2433.576115	3115.778597	82.34503075	95	1367.88095	1062	528.5467035	878.3059104	52.43670644	41.42599174
CREBBP	1525.07251	3058.90945	2717.149672	2379.613936	1300.169008	1971.003104	2762.142494	3262.009506	3077.52687	3647.403904	4092.654427	1854.605413	2740.342983	2503.233886	4282.833513	4205.203078	3724.908877	3573.324055	2412.439266	2431.4604	2818.539412	2489.082068	1684.908439	2361.319856	4215.341707	5037.998732
CREBL2	2192	4585	3482	3769	1477	1673	3177	3266	3269	3991	9202	4141	2047	2137	5293	5028	6492	6103	1359	1903	1735	1788	992	1496	2498	2480
CREBRF	298.0291511	806.0556494	529.0211163	579.1096336	914.8318606	1330.079719	951.1221263	1384.206498	769.3999792	983.2302228	1265.161042	625.0320622	1513.043192	1535.070147	1065.354118	1038.683945	4035.216399	4255.268438	342.1249355	438.1858828	764.0143826	713.10386	241.0756521	449.0118702	1695.099655	2004.27436
CREBZF	954	2106	2322	2471	882	1019	746	903	1727	1903	2914.996446	1347	1056	1184	3620	3270	2511	2473	1356	1980	2036	1833	923	1436	2269	2560
CRELD1	309	561	476	523	872	963	1797	1687	1742	2139	1441	651	842	866	796	742	930	685	322	527	300	283	706	1037	1609	1741
CRELD2	2109.145701	4117.079203	1810.57264	1963.627851	2421.513729	2690.461897	3890.524849	3401.926029	2419.768804	2763.30351	2703.743141	1269.403964	3713.371892	3759.844617	3110.854757	2722.813902	3869.120459	3386.396178	544.1410652	871.0320943	450.5627788	476.8818895	1351.889778	1878.521942	2016.940395	1955.244263
CREM	1221	3024	1917.191163	2359.087923	2862.285916	4055.6716	1347	1301	310	360	1729.131137	921	557	542	778	992	1433	1547	504	958	486	452	437	624	343	390.1324491
CRIM1	22	25.73731914	24.0120586	9.861334868	429	375	314.6385896	189.7068196	984.0516251	953	458.0074768	155.1196136	2055.001634	1612.006914	2453.029811	1537.001591	496.0866257	339.7526219	9741	10466.02337	11549.00393	7294.003784	8760.997777	6335.833286	6284.008225	5409.002569
CRIP2	76	97	113	129	1306	1468	1581	1170	2032	2431	2145	905	566	529	2767	2151	293	267	1688	2582	384	430	2651	3112	2292	2391
CRIPT	434	972.9295892	810.5647436	937.8215324	435.7555723	664	2090.632742	1885.029759	697.9693117	770.6514801	905.5391285	453.6758147	936.771409	1001.655858	1242.896746	1227.153003	1126.987048	1142.963167	799.4087395	1177.797059	434.9026648	447	398.7856407	809.622589	632.9278672	610.5669959
CRK	2488.445827	5497.913754	3714.328732	3834.012313	3713.980792	5206.880147	4410.197818	5099.353353	4868.414653	5616.475934	8481.89664	4064.293826	5463.120402	5249.438624	5474.360818	5450.543576	3749.053997	3608.160693	3419.295592	4199.482043	3242.178281	3018.336036	2637.378207	3446.065651	3621.613016	3671.324257
CRKL	2575.521577	5837.068588	6737.981572	6854.059467	2677.193489	3488.122735	8312.52956	8510.818525	3375.743186	3986.898121	4052.715684	1837.258576	3725.05837	3631.55949	5993.340702	5965.187567	6597.663877	6006.32459	2130.673013	2571.06416	3261.558218	2851.088215	2478.882641	3190.08796	3754.395921	3779.805879
CRLF1	54.20953055	140.772575	89.33289007	117.7868715	65.01683836	96.58745939	384.5693207	344.1762504	140.5931763	146.1420029	128.3642658	64.99670357	367.3921499	361.3491381	63.53606034	43.61008039	852.3580639	630.2806555	228.1200758	296.0084014	64.45914701	65.28582311	35.08942895	52.22384021	156.3800369	192.9797729
CRLF3	424.6041271	944.4891042	811.2162907	824.9714713	283.9175428	340.7855907	864.4615647	866.1839448	689.0896627	731.6897046	1643.288583	749.0055453	838.223615	812.7802848	1418.334735	1328.694353	317.4818001	310.5118039	1075.999764	1438.274926	585.375424	507.1547833	232.4532358	299.6415733	716.557788	700.250542
CRLS1	856.0398721	1818.030031	1695.691562	1845.001741	945	1160.631803	1920.519116	1764	1330.622065	1467.95293	2704.063753	1204.002298	2221.923247	2220	1508.723551	1411	2269.047862	2102	935.0268138	1467.074357	466	400	419.0318639	581	1353.550423	1382.605891
CRMP1	125	310	629	673	1938	2346.024311	97	96	202	242	250	107	1137	1184.065157	451	416	440.0092745	423	254.0392553	372	146	180	424	472	301	344
CRNKL1	1030	2264	1993	2201	1447	1819	2244	2181	2103	2444	4500	2207	2025	1962	2119	2135	1945	1887	1530	2330	733	717	546	848	1561	1589
CROCC	1405.804594	2870.901955	2483.91463	2386.248015	1931.916016	1913.303693	2161.72775	2165.412871	843.5157488	1027.59267	2360.455592	1029.937012	1810.103582	1903.567572	3838.163158	3241.984239	1355.061046	1286.638489	639.4895805	891.9385505	1600.13402	1370.428848	219.6805617	296.9133384	800.1814789	939.441461
CROT	485	981	1125	1199	416	566	1030	1124	798	938	1701	809	743	701	1297	1107	769	736	286	340	154	126	473	649	3847	4419.991488
CRTAP	9330.743254	21602.75649	16265.1096	17188.33393	18231.35226	21744.07224	21492.97244	20452.63498	21682.30424	25948.09927	28825.76949	13652.44544	14146.1188	14364.31453	26194.61538	24646.20354	37779.78232	35587.95207	9259.167782	13994.14451	7663.055338	7114.055622	6062.236912	8674.600758	9237.501589	9404.75188
CRTC1	82.00169625	236.0289441	202.0242745	202.0079754	701.0761128	864.4249931	1653.201919	1528.993023	837	950.0798399	476.0404816	250.044196	1182.075226	1314.183147	905.264231	717.3330804	1137.150227	976.2479679	596	790.5005798	288.1168055	276.3154195	183.0396958	272.9298955	516	575.6042461
CRTC2	764.0006669	1761.001074	1078	1034.000091	1679	2111	1767	1666	1112.002007	1387	3093.000828	1331	2359	2324.939432	1831	1488	1521	1228	1807	2470	1328	1101	838	1026	1884	2059
CRTC3	1857.412126	4296.177986	3020.135862	2984.355453	1771.166708	2168.081236	3726.618696	4010.145545	1216.565117	1453.074614	3305.181223	1541.792981	1905.138121	1810.887622	1171.454742	1133.188471	3297.212691	2973.183315	584.0348815	762.0677239	812.0757501	651.7609032	327.0120336	470.106028	569.0071843	545.3686337
CRY1	669	1509	1185	1341	648	869	940	1121	692	769	2625	1235	1387	1259	1039	957	1398	1315	826	1041	868	643	394	450	848	719
CRY2	280.8238191	627.0485916	364.0096271	355.0015569	323.0624775	398.039543	1403.008702	1225.018192	480.553927	539.5188949	782.267651	370.0308477	915.0975601	891.0001399	611.465374	495.4830056	467.0159435	429.0024572	169.039484	265.0000618	219	188.0025562	238.0021678	301.0115533	494.0305475	511.0940405
CRYBG1	657.531483	1606.539926	1357.118423	1629.413436	25.44136091	30.29188499	722.6817527	827.0335644	1659.797286	2331.343107	81.08820752	34.30340232	48.23920192	51.11574821	2972.429313	3066.84087	52.71270768	65.53436508	1738.456838	2046.336478	1723.169979	1982.010573	119.9768045	145.9694195	1131.809613	972.0028862
CRYBG3	597.1149086	1389.855616	1126.473108	1069.778396	1012.189759	1403.586472	1326.200921	1786.623377	1437.632939	1669.462866	2902.709246	1254.174808	2093.762277	2096.636308	2011.392712	2200.270458	1162.761601	1224.208002	474.9236767	464.4061675	793.3644476	750.7162642	604.5165833	922.2734504	2852.325991	3407.023607
CRYL1	738	1609	771	831	576	779	1965	1803	1568	1921	1123	564	1623	1841	812	676	2013	1594	113	228	195	220	406	667	141	152
CRYZ	1686.535111	3406.923145	2159.517386	2404.326692	1972.961224	2645.698576	1817.403247	1954.978875	890.5903609	943.1290478	4515.820552	2169.941652	2011.552336	2030.237347	1925.432178	1906.291358	1306.055453	1124.536733	1310.894091	1947.097286	984.4359424	994.1374356	678.648449	727.4734373	3831.129878	3861.873752
CRYZL1	497.4315761	1056.79372	663.4884999	695.7936431	906.9872019	1099.007517	859.1040276	769.0185394	721.530032	760.855382	1047.377927	463.3901901	914.7075507	959.6740579	1240.050701	1124.42122	959.4989384	928.5523862	363.9024371	589.4809721	606.004123	510.9025956	296.1049185	391.1557799	526.5964993	521.6474515
CS	10051.71443	22286.46489	15653.41966	15313.61846	9953.318264	13183.66353	7828.085398	7460.631837	6165.391334	6765.069411	19004.45593	8619.316506	31637.23099	31967.38898	13857.37711	13701.61799	29014.97187	26646.9673	9569.555516	13234.60469	9160.077873	8276.882704	4038.72571	4978.03307	7866.46517	7885.128296
CSAD	65.04592589	152.2309686	155.1878199	151.999346	229.4343574	236.3753367	273.5235665	239.820078	322.787864	363.5999338	529.8150882	206.8924352	659.0093731	644.7360768	373.2822241	284.1447177	234.5639537	269.1638745	198.3243442	350.3860283	252.1983063	241.2017308	58.87804758	93.03439313	304.6855075	353.815845
CSDE1	19182.19804	42861.30444	24769.82561	26618.91755	22672.49873	29287.09226	41827.72027	43609.75402	58348.36804	67449.03484	42245.84958	20574.19033	14696.9931	14478.98693	58801.49608	58812.7281	25524.17041	24526.36205	21628.42257	31134.35128	52130.55148	48590.00983	9887.147233	14347.50196	32941.55536	34194.16645
CSE1L	13399	29933	19784	22078	8867	11334	27024	28740	9532	9786	20036	8809	11100	10374	11689	12758	17359	15575	15098	20205	8732	8162	6806	8830	15546	14896
CSF1	90	211	108	92	85	102	18	11	1770	1696	1075	388	657	547	1503	1101	398	298	545	717	207	208	2120	1668	13002	11809
CSF2RA	67.11768652	136.699824	142.6204099	165.5703162	175.2786781	234.3840601	1149.178081	1209.325417	69.26624157	100.7172836	961.1905424	483.2812208	9.78598248	16.10175631	671.8488821	733.1493081	16.53104637	24.08628328	28.36245661	37.5980087	1	2.678879412	10.019215	6.078042866	21.18513657	33.20667418
CSGALNACT1	156.0136987	447.008098	107.082168	112.0273834	283.0212284	437.0320928	635.3330291	781.6425531	1790	2281.03308	636.0622395	282.0361679	126.0221494	129.0039299	1247.039562	1261.075428	577.0135213	620.0329055	146.0382441	232	18	18.00366969	420.0090479	1119	784.0384828	749.0087367
CSGALNACT2	668	1595	1095	1164	2185	2831	1047	1246	450	518	2114	998	1044	1006	1153	1159	5689	5927	685	931	725	607	545	815	1334	1455
CSK	3187	6615	4362	4732	3603	4355	4785	4021	1745	1940	5523	2574	3729	3941	4163	3856	5202	4044	3410	4607	2485	2208	912	1020	2249	2204
CSMD3	7.004121585	18.00229902	14.00315533	18.00411028	8.002642766	11.98564636	17.00230774	15.00404746	12.00477883	10.77886139	15.5618106	3.002069543	18.35580337	18.06447295	21.69165004	16.66988269	12.34630316	12.00673395	29.14522787	26.64293761	144.8257707	163.6676518	59.0001353	49.09548514	6.38567612	6.673516817
CSNK1A1	3912.121197	8643.117985	6027.15351	6343.930398	5250.671668	6935.655627	10669.64915	11564.08623	5794.867021	6689.123829	11062.3948	5167.477341	15014.20743	14626.82408	10041.81171	9450.845006	10382.00191	10302.79214	6008.076236	8394.394547	8683.018858	7687.345799	3725.09062	5288.507761	9638.833501	9947.151968
CSNK1D	3135.812393	6839.416894	5763.358581	5895.441698	3689.219485	4292.376719	7376.629138	6894.71317	4885.805168	5520.994707	8693.610941	3914.939158	10587.45573	10084.87586	7931.139857	6614.055369	5198.654085	4828.499211	3313.493218	4641.538069	3696.178187	3478.893888	2681.027152	3616.60032	8316.118266	8703.999751
CSNK1E	8765.49648	20113.48277	9200.837096	9827.099582	6441.834254	7473.876735	11282.03157	10450.07259	4077.458658	4591.872693	14628.83039	7159.318351	4810.333226	5050.900454	9761.158339	9115.179308	8205.983374	7562.852261	3094.386889	4683.576156	5864.993169	4998.507739	3606.312448	5079.67315	7439.777189	7823.785417
CSNK1G1	767.5194994	1780.13882	1308.49133	1205.513107	864.2890672	1178.589938	1188.44486	1393.484674	1210.730759	1382.118405	2291.971806	1060.314153	1769.317032	1721.760912	1483.695081	1453.894451	1931.72234	1830.0852	1155.30837	1268.908365	1043.625848	1009.690308	595.6416623	739.1524675	1461.657755	1597.82772
CSNK1G2	2088	4214	3321	3495	2593	2648	3346	3119	2387	2944	4358	1877	2812	2842	3356	2802	3372	2794	1455	2042	2186	1964	1497	1927	3151	3078
CSNK1G3	1213	2737	1993	2203	1361	1717	1546	1825	1051	1241	1237	577	2321	2259	2831	2787	4179	4268	1621	2116	1456	1273	758	1142	2374	2540
CSNK2A1	4741.866748	10385.6614	9413.442686	9943.372022	5773.272371	7608.665381	9458.715107	9625.403275	8390.553142	9368.034608	14822.36644	6787.817477	11604.67058	11264.35806	8937.190713	9037.141549	14081.01151	13396.23035	7767.719073	10160.51988	4451.06628	3722.139419	2437.264476	3441.443015	7335.549595	7363.591038
CSNK2A2	2665	5640.240185	4404	4429	3184	3606.997428	2390.144127	2011.945869	2464	2902	5132	2338.48232	3107.475689	3168	3706.607139	3619.315742	3446	3245	3470	4694.998104	3427	2899.994729	704	1012.981633	2507.218597	2393.992982
CSNK2B	2896.665417	6147.51126	4461.234391	4557.232371	1730.451568	1991.306844	111.1699558	119.1881685	13.60614563	51.52037319	5744.684395	2725.571203	93.67411314	113.8570141	91.56376969	89.29017707	94.33173501	77.75882537	71.40778344	73.83912575	34.39324502	16.73603481	1182.225542	1506.300131	5192.557634	5299.428383
CSNK2B	71.28860163	139.9053836	89.44947955	112.789607	90.4286293	85.95624275	111.1699558	119.1881685	463.0336385	577.0424771	158.0872562	52.40874273	727.8897095	801.1868425	801.2062393	728.6329393	742.8022763	576.994247	365.0599272	571.9649082	23.87595045	16.73603481	276.8480453	317.8717259	889.0416087	766.1247297
